id,dep_delayed_15min
362,0.0758807
363,0.1841185
364,0.027821342
365,0.47121578
366,0.60974544
367,0.13609949
368,0.21063441
369,0.14339569
370,0.17540333
371,0.5109466
372,0.23976675
373,0.07500707
374,0.5029131
375,0.04597078
376,0.17399338
377,0.64337057
378,0.28855655
379,0.085724846
380,0.7824125
381,0.26554462
382,0.04222153
383,0.2447425
384,0.1319697
385,0.1814947
386,0.19877341
387,0.03811272
388,0.12900421
389,0.025560701
390,0.2335998
391,0.11241453
392,0.11385264
393,0.007970908
394,0.11304244
395,0.39119744
396,0.006614024
397,0.010719941
398,0.030392524
399,0.034395058
400,0.103452
401,0.057621367
402,0.22104448
403,0.036207758
404,0.077262685
405,0.07027702
406,0.28285608
407,0.05379326
408,0.19920792
409,0.30264258
410,0.113750994
411,0.0380016
412,0.24722639
413,0.15586106
414,0.48179972
415,0.21101047
416,0.28304702
417,0.16299112
418,0.12159526
419,0.4453963
420,0.19287315
421,0.048016585
422,0.012121307
423,0.09309053
424,0.19910745
425,0.2588088
426,0.17656122
427,0.1835011
428,0.10842806
429,0.33586192
430,0.14013368
431,0.1325529
432,0.019507494
433,0.14069696
434,0.12783952
435,0.059618063
436,0.2169176
437,0.5072617
438,0.22669245
439,0.26184723
440,0.07589934
441,0.1065258
442,0.22059241
443,0.1383699
444,0.31100765
445,0.058623716
446,0.3794427
447,0.058379933
448,0.13344611
449,0.18148907
450,0.57826114
451,0.3052286
452,0.16137049
453,0.0118504455
454,0.08369395
455,0.14043182
456,0.307309
457,0.056924336
458,0.10913006
459,0.25421625
460,0.073575675
461,0.025636148
462,0.057033293
463,0.10646239
464,0.2548606
465,0.3396021
466,0.18967684
467,0.109631
468,0.08167017
469,0.11810815
470,0.009060948
471,0.15666373
472,0.3347412
473,0.2941764
474,0.2579892
475,0.08476647
476,0.020154625
477,0.17423564
478,0.110536166
479,0.5510266
480,0.0671132
481,0.15468532
482,0.14062601
483,0.1396247
484,0.20104116
485,0.10992887
486,0.11676854
487,0.15809408
488,0.048252743
489,0.107053615
490,0.26565355
491,0.6528914
492,0.28842324
493,0.20837502
494,0.2526635
495,0.32367676
496,0.23461567
497,0.049836364
498,0.12205523
499,0.20973504
500,0.28712177
501,0.09934386
502,0.2203823
503,0.12590423
504,0.17323364
505,0.11625894
506,0.25494656
507,0.06953901
508,0.07996116
509,0.105200015
510,0.07541874
511,0.20205428
512,0.7236305
513,0.029177826
514,0.11023648
515,0.24332783
516,0.100628264
517,0.24451011
518,0.13776964
519,0.090467
520,0.06578631
521,0.31385398
522,0.18747704
523,0.431852
524,0.108961836
525,0.15307795
526,0.07553979
527,0.006472213
528,0.19346431
529,0.023702212
530,0.105433784
531,0.38264078
532,0.2121408
533,0.18054622
534,0.19492424
535,0.32728085
536,0.1332127
537,0.18449377
538,0.21237287
539,0.22622474
540,0.2395476
541,0.2745792
542,0.157422
543,0.49220428
544,0.12667733
545,0.32741842
546,0.043324996
547,0.19172332
548,0.13934922
549,0.5259559
550,0.65897
551,0.28563648
552,0.14258374
553,0.17787851
554,0.16157568
555,0.24728747
556,0.053301543
557,0.041509174
558,0.1491382
559,0.046997424
560,0.17201474
561,0.06863118
562,0.22975072
563,0.27743146
564,0.037637312
565,0.27337813
566,0.047125578
567,0.2832095
568,0.18535635
569,0.05595972
570,0.34647846
571,0.026607089
572,0.1797964
573,0.33982635
574,0.1824339
575,0.025375728
576,0.008701734
577,0.0704948
578,0.041370675
579,0.41698885
580,0.056522418
581,0.51522315
582,0.25602916
583,0.1823934
584,0.2215331
585,0.28921422
586,0.14960606
587,0.18867175
588,0.27006593
589,0.24844146
590,0.3409281
591,0.07802435
592,0.1597826
593,0.06224663
594,0.15130886
595,0.30936158
596,0.13128753
597,0.2846836
598,0.26978675
599,0.30113167
600,0.028722418
601,0.07427852
602,0.6775209
603,0.07197863
604,0.021137541
605,0.16699713
606,0.07297772
607,0.052178115
608,0.21128075
609,0.45498383
610,0.34611493
611,0.018018829
612,0.21043628
613,0.2511148
614,0.045087002
615,0.14993626
616,0.1328689
617,0.05625613
618,0.16228189
619,0.14689879
620,0.36381003
621,0.39254925
622,0.015887646
623,0.021085845
624,0.007188399
625,0.18646596
626,0.16508682
627,0.44709322
628,0.37111476
629,0.16132985
630,0.327512
631,0.058753412
632,0.19215909
633,0.16507782
634,0.17719764
635,0.16580482
636,0.18272106
637,0.028293695
638,0.35103524
639,0.13180694
640,0.050637297
641,0.26417628
642,0.17301528
643,0.32467365
644,0.4912273
645,0.3489104
646,0.29811707
647,0.13462508
648,0.040940795
649,0.007318759
650,0.16212556
651,0.060886864
652,0.13808408
653,0.1749943
654,0.28704104
655,0.2986759
656,0.08681096
657,0.08695261
658,0.28896606
659,0.05021442
660,0.060226355
661,0.30133474
662,0.27213904
663,0.14182182
664,0.15619716
665,0.1440044
666,0.1982934
667,0.025971245
668,0.058630794
669,0.1514997
670,0.09427901
671,0.2002577
672,0.3452022
673,0.90096956
674,0.036887437
675,0.4082561
676,0.2494412
677,0.430159
678,0.20036998
679,0.085524835
680,0.055428
681,0.061093237
682,0.2619202
683,0.028460825
684,0.09348583
685,0.28023922
686,0.11995757
687,0.082120664
688,0.43096298
689,0.086937495
690,0.2979947
691,0.112674266
692,0.09083223
693,0.23151702
694,0.06427394
695,0.21338224
696,0.114187196
697,0.38669774
698,0.3287925
699,0.10710579
700,0.22466661
701,0.19253148
702,0.085834764
703,0.3470146
704,0.34092245
705,0.16793704
706,0.22468151
707,0.21082838
708,0.2086554
709,0.26001227
710,0.19514403
711,0.13573234
712,0.13189752
713,0.7725835
714,0.19538085
715,0.34313133
716,0.26199466
717,0.08510183
718,0.31395417
719,0.04216035
720,0.120425954
721,0.23137616
722,0.29297668
723,0.0661513
724,0.57129705
725,0.35228288
726,0.16529198
727,0.13587677
728,0.15757136
729,0.04448058
730,0.12652251
731,0.25838056
732,0.2740354
733,0.36492443
734,0.041200597
735,0.16682303
736,0.013857736
737,0.063088164
738,0.1486134
739,0.17936617
740,0.5425014
741,0.28456396
742,0.25626063
743,0.008421498
744,0.08212406
745,0.14679088
746,0.14715812
747,0.3353034
748,0.2723897
749,0.09617313
750,0.27070892
751,0.13591027
752,0.15654185
753,0.22548412
754,0.16500773
755,0.035844933
756,0.06392647
757,0.07407981
758,0.34640968
759,0.124016516
760,0.0886899
761,0.19630198
762,0.016482245
763,0.14022827
764,0.53939235
765,0.353601
766,0.07133238
767,0.18779492
768,0.58443063
769,0.106011964
770,0.29615018
771,0.22934861
772,0.0824981
773,0.23968618
774,0.5032688
775,0.10215856
776,0.11799091
777,0.13214691
778,0.22299139
779,0.39278018
780,0.077199064
781,0.20907259
782,0.35695487
783,0.16136673
784,0.0956321
785,0.014538557
786,0.21237296
787,0.15937898
788,0.14279386
789,0.04767357
790,0.17672142
791,0.23323916
792,0.07108562
793,0.13820115
794,0.08987679
795,0.59601605
796,0.006706455
797,0.14332075
798,0.1438063
799,0.018201686
800,0.07744547
801,0.030857624
802,0.18322624
803,0.033479996
804,0.19356869
805,0.42899248
806,0.35524395
807,0.00871826
808,0.102701336
809,0.123290546
810,0.2814091
811,0.19883697
812,0.08811305
813,0.17660713
814,0.07151704
815,0.122022495
816,0.12663491
817,0.10499465
818,0.13681728
819,0.54333025
820,0.15262896
821,0.105075434
822,0.2893579
823,0.11111026
824,0.34923983
825,0.006267951
826,0.28156418
827,0.2627014
828,0.03984549
829,0.016791536
830,0.16827378
831,0.14584197
832,0.27364767
833,0.4000873
834,0.13412061
835,0.054097112
836,0.16820285
837,0.30913907
838,0.14995812
839,0.54847777
840,0.20188291
841,0.14907151
842,0.1013605
843,0.24086767
844,0.314221
845,0.018076824
846,0.12201808
847,0.25586298
848,0.034836713
849,0.099915974
850,0.2731447
851,0.14584164
852,0.07068563
853,0.30020538
854,0.032864038
855,0.021660723
856,0.16811033
857,0.24334967
858,0.3444545
859,0.28121695
860,0.19568741
861,0.17998601
862,0.05263047
863,0.16703145
864,0.049068853
865,0.1425334
866,0.1748395
867,0.21771362
868,0.15988496
869,0.056242485
870,0.20833343
871,0.072100304
872,0.010147554
873,0.04814207
874,0.40917113
875,0.099714585
876,0.015913924
877,0.20955242
878,0.22386882
879,0.20242211
880,0.1202534
881,0.044306982
882,0.02421741
883,0.14635077
884,0.109928615
885,0.13203959
886,0.5080979
887,0.10692815
888,0.65370715
889,0.034978326
890,0.24599227
891,0.05893153
892,0.13579574
893,0.103174284
894,0.053963177
895,0.09362381
896,0.10296066
897,0.1591715
898,0.18514629
899,0.35790145
900,0.129308
901,0.11415977
902,0.18197505
903,0.10239026
904,0.070797145
905,0.2008611
906,0.36190483
907,0.107311405
908,0.10605133
909,0.10296308
910,0.020102696
911,0.31520265
912,0.019540919
913,0.3056228
914,0.06613368
915,0.20778234
916,0.5951189
917,0.20966385
918,0.6288537
919,0.03632954
920,0.033766713
921,0.19038242
922,0.25634357
923,0.4435357
924,0.13274631
925,0.40673405
926,0.028252285
927,0.16459672
928,0.1406293
929,0.61062396
930,0.074694894
931,0.108540945
932,0.07461719
933,0.053956542
934,0.4637746
935,0.05022395
936,0.2364466
937,0.029684296
938,0.032042105
939,0.14751208
940,0.18828933
941,0.19416237
942,0.36726597
943,0.42893356
944,0.12242246
945,0.07620389
946,0.14595455
947,0.043004073
948,0.26912007
949,0.14734837
950,0.15644
951,0.49778363
952,0.22903183
953,0.037357587
954,0.2091819
955,0.18119544
956,0.111351475
957,0.31764972
958,0.8490834
959,0.21736966
960,0.23483698
961,0.15510201
962,0.050370704
963,0.08362706
964,0.088458225
965,0.40434274
966,0.22639963
967,0.21806408
968,0.30206487
969,0.21359383
970,0.26299933
971,0.23525196
972,0.03860679
973,0.22980855
974,0.1917185
975,0.01636187
976,0.11749676
977,0.10213654
978,0.1498824
979,0.023017036
980,0.20230134
981,0.013353697
982,0.14929877
983,0.10568092
984,0.0673485
985,0.24333537
986,0.0472498
987,0.14886105
988,0.20563596
989,0.09001092
990,0.17086999
991,0.05704265
992,0.17092551
993,0.054102678
994,0.26146463
995,0.25518972
996,0.051756978
997,0.04513403
998,0.19607383
999,0.12098713
1000,0.32555664
1001,0.2871131
1002,0.21455641
1003,0.114297226
1004,0.07823804
1005,0.18788913
1006,0.33466136
1007,0.17225124
1008,0.08364661
1009,0.36762595
1010,0.12219246
1011,0.18912187
1012,0.18470743
1013,0.011765972
1014,0.10190025
1015,0.18183953
1016,0.13542965
1017,0.24182786
1018,0.103111625
1019,0.20317098
1020,0.35762483
1021,0.059375443
1022,0.06453935
1023,0.16698708
1024,0.1273855
1025,0.06528491
1026,0.1364844
1027,0.16267684
1028,0.008547268
1029,0.27072015
1030,0.23574612
1031,0.13485342
1032,0.14212976
1033,0.07643893
1034,0.032805055
1035,0.13279557
1036,0.08087374
1037,0.027692826
1038,0.2768929
1039,0.41795638
1040,0.15336569
1041,0.03133543
1042,0.17886567
1043,0.11960412
1044,0.14355351
1045,0.16971406
1046,0.12805732
1047,0.08007454
1048,0.008824666
1049,0.34882092
1050,0.075929046
1051,0.13172956
1052,0.15076764
1053,0.14096463
1054,0.1762293
1055,0.39248797
1056,0.052863125
1057,0.25239548
1058,0.08565138
1059,0.03485264
1060,0.20803428
1061,0.0062487014
1062,0.035042074
1063,0.1570549
1064,0.13977015
1065,0.23810779
1066,0.036576908
1067,0.26162878
1068,0.15506186
1069,0.07658487
1070,0.1945919
1071,0.07278848
1072,0.23979685
1073,0.11211543
1074,0.39651078
1075,0.364142
1076,0.14428027
1077,0.34801033
1078,0.10383454
1079,0.024656339
1080,0.084871784
1081,0.15263452
1082,0.17342009
1083,0.63395923
1084,0.10339364
1085,0.052418835
1086,0.044128086
1087,0.017153958
1088,0.13412389
1089,0.1026862
1090,0.08600064
1091,0.28006485
1092,0.31953204
1093,0.121473655
1094,0.123346806
1095,0.13589552
1096,0.042513303
1097,0.16159657
1098,0.25237337
1099,0.11851343
1100,0.2177113
1101,0.11323693
1102,0.005953213
1103,0.19716544
1104,0.15376769
1105,0.20447524
1106,0.22226584
1107,0.2784762
1108,0.1652588
1109,0.27106503
1110,0.29472446
1111,0.13820066
1112,0.25539672
1113,0.11589387
1114,0.5283513
1115,0.09908541
1116,0.22654189
1117,0.19899131
1118,0.32680517
1119,0.09393479
1120,0.5957558
1121,0.38394386
1122,0.18730624
1123,0.19413608
1124,0.12012292
1125,0.13274993
1126,0.26473638
1127,0.13927324
1128,0.27146947
1129,0.37456566
1130,0.11147244
1131,0.26145944
1132,0.27927485
1133,0.09188973
1134,0.19901833
1135,0.225783
1136,0.06151117
1137,0.110282086
1138,0.09477034
1139,0.2732621
1140,0.0817568
1141,0.2972668
1142,0.011459664
1143,0.040084228
1144,0.6224113
1145,0.08029368
1146,0.22124714
1147,0.2727063
1148,0.18100108
1149,0.042852882
1150,0.20410529
1151,0.28621528
1152,0.30422273
1153,0.15110408
1154,0.30072042
1155,0.11762684
1156,0.027592337
1157,0.07092366
1158,0.13061048
1159,0.043919772
1160,0.62031895
1161,0.17098401
1162,0.15354629
1163,0.47109237
1164,0.1765451
1165,0.20524043
1166,0.10587647
1167,0.09419456
1168,0.05206313
1169,0.30886456
1170,0.12953416
1171,0.24031328
1172,0.48420468
1173,0.21112753
1174,0.26162538
1175,0.61232644
1176,0.07754944
1177,0.059899036
1178,0.31078073
1179,0.18360549
1180,0.21636698
1181,0.08721073
1182,0.24343194
1183,0.1342325
1184,0.2102731
1185,0.12565532
1186,0.15981701
1187,0.06886528
1188,0.096589595
1189,0.28021806
1190,0.16144918
1191,0.026303107
1192,0.056040533
1193,0.142791
1194,0.28458115
1195,0.30004802
1196,0.17144349
1197,0.4945684
1198,0.24564002
1199,0.48902702
1200,0.6864097
1201,0.2874255
1202,0.2612361
1203,0.44889572
1204,0.12100678
1205,0.13348009
1206,0.5510568
1207,0.11103039
1208,0.12986884
1209,0.2218881
1210,0.34981784
1211,0.061288405
1212,0.07135721
1213,0.32851285
1214,0.13087495
1215,0.10689357
1216,0.23293352
1217,0.11667948
1218,0.0479434
1219,0.048478022
1220,0.54356414
1221,0.17185521
1222,0.33496845
1223,0.23918848
1224,0.032239564
1225,0.16151984
1226,0.13912314
1227,0.0486547
1228,0.19196987
1229,0.09587001
1230,0.1013884
1231,0.07738001
1232,0.37394944
1233,0.0067014536
1234,0.11590299
1235,0.091204464
1236,0.01717947
1237,0.40254995
1238,0.31226286
1239,0.08781439
1240,0.060361996
1241,0.07627009
1242,0.055508725
1243,0.027853886
1244,0.23304164
1245,0.1330759
1246,0.12385513
1247,0.006751804
1248,0.12646236
1249,0.55294335
1250,0.24355333
1251,0.18196157
1252,0.070088916
1253,0.22194204
1254,0.29528373
1255,0.027504701
1256,0.063188806
1257,0.10217883
1258,0.31066954
1259,0.016771354
1260,0.25972843
1261,0.05470707
1262,0.18691406
1263,0.34364426
1264,0.25040746
1265,0.20232932
1266,0.052297227
1267,0.17496726
1268,0.032078203
1269,0.29996654
1270,0.215255
1271,0.13324496
1272,0.11540964
1273,0.54418194
1274,0.161299
1275,0.21363606
1276,0.06748035
1277,0.10064688
1278,0.10035247
1279,0.1950603
1280,0.039970595
1281,0.07301533
1282,0.123448096
1283,0.32774323
1284,0.10636414
1285,0.7989642
1286,0.2454876
1287,0.061351504
1288,0.05544566
1289,0.1737644
1290,0.14201331
1291,0.23250192
1292,0.07201546
1293,0.020114863
1294,0.037864726
1295,0.15763232
1296,0.12725183
1297,0.0975286
1298,0.16911101
1299,0.28864804
1300,0.47761494
1301,0.23588742
1302,0.016427053
1303,0.24436526
1304,0.05737264
1305,0.32812256
1306,0.12042571
1307,0.14710134
1308,0.274348
1309,0.09930706
1310,0.11982163
1311,0.19229625
1312,0.09726587
1313,0.21619439
1314,0.3649469
1315,0.1119598
1316,0.14103909
1317,0.09724496
1318,0.050135985
1319,0.1572467
1320,0.17959282
1321,0.15209427
1322,0.07726871
1323,0.15047012
1324,0.080236524
1325,0.109929375
1326,0.34006375
1327,0.21415478
1328,0.11282734
1329,0.03822216
1330,0.032901805
1331,0.14863855
1332,0.19199847
1333,0.022715217
1334,0.07360389
1335,0.20939805
1336,0.22873323
1337,0.2246127
1338,0.29504555
1339,0.32502338
1340,0.12538712
1341,0.22050638
1342,0.085592754
1343,0.007804153
1344,0.07105192
1345,0.31100252
1346,0.022449471
1347,0.038366526
1348,0.1504728
1349,0.07765443
1350,0.23084962
1351,0.107613735
1352,0.06741771
1353,0.009970571
1354,0.111878574
1355,0.09160509
1356,0.06852941
1357,0.1483808
1358,0.23353341
1359,0.18049213
1360,0.13671787
1361,0.09934652
1362,0.38311768
1363,0.22790994
1364,0.101816036
1365,0.0864504
1366,0.35471883
1367,0.052772257
1368,0.091350436
1369,0.14509661
1370,0.21419911
1371,0.13821597
1372,0.007864282
1373,0.21619199
1374,0.15951198
1375,0.17264165
1376,0.041771792
1377,0.29273874
1378,0.11254082
1379,0.013276748
1380,0.21444057
1381,0.18222955
1382,0.12366505
1383,0.12257849
1384,0.1866601
1385,0.117153466
1386,0.19746487
1387,0.14216204
1388,0.16158997
1389,0.19903976
1390,0.08448676
1391,0.047538914
1392,0.029697265
1393,0.22055894
1394,0.25107664
1395,0.17068964
1396,0.27791163
1397,0.01409626
1398,0.02820113
1399,0.23761377
1400,0.0126172835
1401,0.49603674
1402,0.16720377
1403,0.08044249
1404,0.010397514
1405,0.2746727
1406,0.15278181
1407,0.044335853
1408,0.026354607
1409,0.11946954
1410,0.13526103
1411,0.1648184
1412,0.31586525
1413,0.12011367
1414,0.23355749
1415,0.52080184
1416,0.40392664
1417,0.44456306
1418,0.1033203
1419,0.15799767
1420,0.19051848
1421,0.20346761
1422,0.3127307
1423,0.09655611
1424,0.10970559
1425,0.1937491
1426,0.11000651
1427,0.17429398
1428,0.059572957
1429,0.14950964
1430,0.10468999
1431,0.088198826
1432,0.10959952
1433,0.20122945
1434,0.2705678
1435,0.34545115
1436,0.069189526
1437,0.10404711
1438,0.21794112
1439,0.1310791
1440,0.16294123
1441,0.11118727
1442,0.08017386
1443,0.012179598
1444,0.046173785
1445,0.2809422
1446,0.05909892
1447,0.21517925
1448,0.2923495
1449,0.3652904
1450,0.05283195
1451,0.3280933
1452,0.33160874
1453,0.112857044
1454,0.08586601
1455,0.13072167
1456,0.5112787
1457,0.3168229
1458,0.16807601
1459,0.30286178
1460,0.18205608
1461,0.057691365
1462,0.23513171
1463,0.19999595
1464,0.036654335
1465,0.09305217
1466,0.0769934
1467,0.13736913
1468,0.13525331
1469,0.17756467
1470,0.1661541
1471,0.06359781
1472,0.054801337
1473,0.04343914
1474,0.027083797
1475,0.2779642
1476,0.33308303
1477,0.12187536
1478,0.12517287
1479,0.104684204
1480,0.22371697
1481,0.10770791
1482,0.12949969
1483,0.1860368
1484,0.7383691
1485,0.19228372
1486,0.026786953
1487,0.09605581
1488,0.17049006
1489,0.18791273
1490,0.27935022
1491,0.10130437
1492,0.14783724
1493,0.46468875
1494,0.5553227
1495,0.3117095
1496,0.25275803
1497,0.2077657
1498,0.13838749
1499,0.09762098
1500,0.21681672
1501,0.21511643
1502,0.43900797
1503,0.24662712
1504,0.11572546
1505,0.21544617
1506,0.39466998
1507,0.060722526
1508,0.0149385715
1509,0.09791414
1510,0.095383346
1511,0.032574438
1512,0.052497894
1513,0.24553126
1514,0.09374779
1515,0.2310677
1516,0.39329436
1517,0.06666605
1518,0.21614382
1519,0.15992618
1520,0.11691108
1521,0.1783823
1522,0.06724119
1523,0.082322955
1524,0.038056243
1525,0.34532937
1526,0.0748253
1527,0.26677656
1528,0.21899608
1529,0.35378304
1530,0.118873216
1531,0.0774792
1532,0.20380476
1533,0.92380095
1534,0.39513892
1535,0.14014868
1536,0.23836972
1537,0.3426981
1538,0.033950947
1539,0.18093644
1540,0.2795297
1541,0.114604585
1542,0.16603975
1543,0.03414929
1544,0.008602529
1545,0.32922435
1546,0.09977836
1547,0.17227018
1548,0.14490376
1549,0.13769715
1550,0.09749585
1551,0.11244987
1552,0.22722793
1553,0.077803314
1554,0.057531
1555,0.2733878
1556,0.091528244
1557,0.53232145
1558,0.52629584
1559,0.19014436
1560,0.554571
1561,0.19843878
1562,0.19138409
1563,0.065957814
1564,0.3090849
1565,0.20816967
1566,0.15017536
1567,0.16844395
1568,0.0585661
1569,0.26733413
1570,0.16807054
1571,0.086837426
1572,0.19667982
1573,0.1992797
1574,0.6765554
1575,0.20727487
1576,0.063817136
1577,0.18991902
1578,0.14913759
1579,0.14736344
1580,0.24112399
1581,0.29670137
1582,0.31112072
1583,0.13650653
1584,0.1778936
1585,0.03165279
1586,0.018280976
1587,0.23786686
1588,0.10278848
1589,0.2692602
1590,0.20350991
1591,0.30025637
1592,0.25507364
1593,0.15682547
1594,0.25479713
1595,0.6712918
1596,0.13318454
1597,0.050188776
1598,0.21820989
1599,0.058570895
1600,0.008019805
1601,0.25778857
1602,0.105809145
1603,0.23614316
1604,0.30735627
1605,0.14850979
1606,0.19909777
1607,0.024144461
1608,0.07800346
1609,0.5478881
1610,0.21350065
1611,0.05448349
1612,0.3828981
1613,0.11974925
1614,0.124348566
1615,0.21320936
1616,0.013639709
1617,0.10903134
1618,0.032882918
1619,0.16089389
1620,0.067598395
1621,0.14858088
1622,0.19858903
1623,0.09915207
1624,0.22935857
1625,0.23452835
1626,0.47245857
1627,0.09212016
1628,0.2833394
1629,0.0060417606
1630,0.15274231
1631,0.19828512
1632,0.07239307
1633,0.059595946
1634,0.16444364
1635,0.27960172
1636,0.30196497
1637,0.2929749
1638,0.36040676
1639,0.14469136
1640,0.1251918
1641,0.18695812
1642,0.22778586
1643,0.20156202
1644,0.23830722
1645,0.38606167
1646,0.031371597
1647,0.238475
1648,0.096152864
1649,0.14422457
1650,0.12512043
1651,0.16638187
1652,0.22503857
1653,0.20097134
1654,0.17666517
1655,0.045326296
1656,0.0052882726
1657,0.14839719
1658,0.11282564
1659,0.46924618
1660,0.20997515
1661,0.20993799
1662,0.12919188
1663,0.13242516
1664,0.19955222
1665,0.3309334
